compound_ID,SMILES,enzyme_uniprot,enzyme,enzyme_type,rep1,rep2,both_less_05
CEFOPERAZONE ,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,1.104115529,0.815884209,0
BRD-K00535541,Nc1c2ccccc2nc2ccccc12,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.516632894,0.493728416,0
NITROFURANTOIN ,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.794853934,0.83462373,0
CLEROCIDIN,CC1CCC2(C)C(C=O)=CCCC2C1(C)CC1OC(O)C(=O)C12CO2 ,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.966987504,1.145482144,0
FLORFENICOL ,CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.897374198,0.933844561,0
CEFAMANDOLE SODIUM ,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1.[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,1.477057316,0.84137982,0
METHYLBENZETHONIUM CHLORIDE ,Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1.[Cl-],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.638213441,0.689195187,0
CEFUROXIME SODIUM ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1.[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.804162445,0.928518592,0
PIPERACILLIN SODIUM ,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.860921142,0.970164711,0
AMIKACIN HYDRATE ,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O.O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.088761853,0.779046257,0
CINACALCET HYDROCHLORIDE ,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.762158055,0.871067166,0
BLEOMYCIN (bleomycin B2 shown) ,CCC1OC(OC(c2c[nH]cn2)C(NC(=O)c2nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c2C)C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc2nc(-c3nc(C(=O)NCCCCNC(=N)N)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(OC(N)=O)C2O)C(C)C1C.O=S(=O)(O)O.O=S(=O)(O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.847412192,0.948885492,0
BENZETHONIUM CHLORIDE ,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.950502364,0.725835881,0
NITROFURAZONE ,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.736448835,0.863250814,0
MARBOFLOXACIN ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.755382472,0.876615051,0
COLISTIN SULFATE ,CCC(C)C1NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)CCCCC(C)C)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)CC)NC1=O.O=S(=O)(O)O.O=S(=O)(O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.865395981,0.960844265,0
PAZUFLOXACIN MESYLATE ,CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.CS(=O)(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.862989699,0.880806786,0
DIFLOXACIN HYDROCHLORIDE ,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.889395475,0.967945557,0
LOMEFLOXACIN HYDROCHLORIDE ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,1.416677118,0.90906401,0
CIPROFLOXACIN ,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.775223742,0.766692968,0
SPECTINOMYCIN HYDROCHLORIDE ,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O.Cl.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.825650118,0.91636256,0
OXOLINIC ACID ,CCn1cc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3.[K+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.778622087,0.786813295,0
MOXALACTAM DISODIUM ,COC1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21.[Na+].[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.798104525,0.8981655,0
BEKANAMYCIN SULFATE ,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.52551925,0.547884407,0
NADIFLOXACIN ,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.807476359,0.891655982,0
THIMEROSAL ,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.925426376,0.993145281,0
CEFTIBUTEN ,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.317731543,0.265621946,1
ORBIFLOXACIN ,CC1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.757366599,0.936606174,0
DONEPEZIL HYDROCHLORIDE ,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.857776089,0.842242825,0
ENOXACIN ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.811634583,0.854398856,0
CEFACLOR ,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.91132641,1.031617001,0
DIMENHYDRINATE ,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.873585782,0.971570175,0
CEFDITORIN PIVOXIL ,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.847771023,0.896242233,0
BUSPIRONE HYDROCHLORIDE ,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.857142857,0.802396686,0
CEFTRIAXONE SODIUM TRIHYDRATE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.O.O.O.[Na+].[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.791898852,0.894861426,0
SPARFLOXACIN ,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.927410503,0.913428346,0
RONNEL ,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.833058933,0.868626097,0
AZTREONAM ,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.79358747,0.894491567,0
TELITHROMYCIN ,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.848974164,0.795936483,0
RIFAXIMIN ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.107714342,0.104080525,1
AZACITIDINE ,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,1.131134324,0.879253378,0
CEFDINIR ,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.745314083,0.791473518,0
PIPEMIDIC ACID ,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.810663627,0.849122201,0
DIAVERIDINE ,COc1ccc(Cc2cnc(N)nc2N)cc1OC,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.952908646,0.960573035,0
MITOMYCIN ,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.875253293,0.889634086,0
PYRITHIONE ZINC ,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.917489868,0.990506953,0
CEFTAZIDIME ,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.135823489,0.13892098,1
BACAMPICILLIN HYDROCHLORIDE ,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.781661601,0.824958083,0
NOSCAPINE HYDROCHLORIDE ,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.881416751,0.945729362,0
CHLORAMPHENICOL SODIUM SUCCINATE ,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.792827592,0.883321827,0
MEROPENEM ,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,1.289556197,0.899250419,0
TETRACYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.867063492,0.847519479,0
CETRIMONIUM BROMIDE ,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.176389854,0.147123383,1
FLOXURIDINE ,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.843781662,0.836226452,0
COLISTIMETHATE SODIUM ,CCC(C)C1NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)CCCCC(C)C)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(C(C)CC)NC1=O.[Na+].[Na+].[Na+].[Na+].[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.897944107,0.939071901,0
CICLOPIROX OLAMINE ,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.88217663,0.893135418,0
CINOXACIN ,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.893173759,0.965405859,0
NITROXOLINE ,O=[N+]([O-])c1ccc(O)c2ncccc12,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.747551503,0.749112338,0
BENZALKONIUM CHLORIDE HYDRATE ,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.[Cl-],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.272371432,0.368166417,1
METHACYCLINE HYDROCHLORIDE ,C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.033974602,0.069981393,1
HEXACHLOROPHENE ,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.298702276,0.286847592,1
PHENYLMERCURIC ACETATE ,CC(=O)O[Hg]c1ccccc1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.493285559,0.430914837,1
DEMECLOCYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.753081729,0.855656376,0
CHLOROACETOXYQUINOLINE ,CC(=O)Oc1ccc(Cl)c2cccnc12,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.744258696,0.735057698,0
OXYTETRACYCLINE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.188742182,0.165049291,1
CHLORTETRACYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.802642688,0.841355163,0
DOXYCYCLINE HYDROCHLORIDE ,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.96078183,0.966934609,0
MINOCYCLINE HYDROCHLORIDE ,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.125399583,0.24297212,1
DIHYDROSTREPTOMYCIN SESQUISULFATE [5mM/10% aq DMSO] ,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O.O=S(=O)(O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.894587977,1.012303268,0
CEFOXITIN SODIUM ,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC21.[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.817270348,0.84165105,0
CETYLPYRIDINIUM CHLORIDE ,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.260944839,0.259285202,1
RIFAPENTINE ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.086131964,0.085060471,1
CEFCAPENE PIVOXIL HYDROCHLORIDE ,CCC=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CSC12)c1csc(N)n1.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.910798717,1.043780459,0
RIFAMPIN ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.089910115,0.085073393,1
TOSUFLOXACIN TOLUENESULFONATE HYDRATE ,Cc1ccc(S(=O)(=O)O)cc1.NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1.O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.792743161,0.749210968,0
CETALKONIUM CHLORIDE ,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.120863789,0.145621534,1
OXYQUINOLINE HEMISULFATE ,O=S(=O)(O)O.Oc1cccc2cccnc12,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.79555049,0.92790216,0
CHLOROXINE ,Oc1c(Cl)cc(Cl)c2cccnc12,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.763403411,0.760356051,0
BRD-K78206682,O=C1NC(=O)C=C1,P60546,gmk,Guanlyate kinase,0.686098202,0.941966719,0
BRD-K01666924,CC(C)CCCC(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)O)NC1=O)[C@@H](C)O ,P60546,gmk,Guanlyate kinase,0.705849667,0.626793954,0
BRD-K20338176,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)Cl)c1ccccc1,P60546,gmk,Guanlyate kinase,0.922244393,0.817143843,0
BRD-A03757454,OC[C@H]1O[C@@H](C[C@H]1O)N1C=C(F)C(=O)NC1=O,P60546,gmk,Guanlyate kinase,1.038352282,0.895496494,0
BRD-K76927775,[O-][N+](=O)c1ccc(o1)/C=N/N1CC(=O)NC1=O,P60546,gmk,Guanlyate kinase,0.875479895,0.807551866,0
BRD-K28935038,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(=C(N2C1=O)C(=O)O)Cl)c1ccccc1,P60546,gmk,Guanlyate kinase,0.986196706,0.8998474,0
BRD-K62607865,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(n2)N)C(=O)N1S(=O)(=O)O,P60546,gmk,Guanlyate kinase,1.022889529,1.052655113,0
BRD-K34234316,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,P60546,gmk,Guanlyate kinase,0.390120871,0.401844419,1
BRD-K15766189,Nc1nc(cs1)/C(=N/O)C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C=C,P60546,gmk,Guanlyate kinase,0.932940998,0.836827381,0
BRD-K62328564; TRICLOSAN,Oc1cc(ccc1Oc1ccc(cc1Cl)Cl)Cl,P60546,gmk,Guanlyate kinase,1.043547603,0.959724594,0
BRD-A24252652,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@]4(O[C@H]([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)O[C@H]23)[C@@H]1O,P60546,gmk,Guanlyate kinase,1.001957657,0.863795734,0
BRD-K00003347,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(ccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C(=O)[C@H](C(=O)N)C1=O)O)Cl,P60546,gmk,Guanlyate kinase,0.94431956,0.718226574,0
